137, Num of Connected: 2,    connected node id:  95,  134,  
138, Num of Connected: 2,    connected node id:  116,  136,  
139, Num of Connected: 0,    connected node id:  
140, Num of Connected: 2,    connected node id:  131,  144,  
141, Num of Connected: 2,    connected node id:  142,  176,  
142, Num of Connected: 2,    connected node id:  151,  141,  
143, Num of Connected: 2,    connected node id:  34,  98,  
144, Num of Connected: 2,    connected node id:  140,  148,  
145, Num of Connected: 4,    connected node id:  31,  37,  177,  54,  
146, Num of Connected: 2,    connected node id:  60,  100,  
147, Num of Connected: 2,    connected node id:  62,  127,  
148, Num of Connected: 2,    connected node id:  117,  144,  
149, Num of Connected: 2,    connected node id:  68,  104,  
150, Num of Connected: 2,    connected node id:  111,  158,  
151, Num of Connected: 2,    connected node id:  119,  142,  
152, Num of Connected: 0,    connected node id:  
153, Num of Connected: 1,    connected node id:  5,  
154, Num of Connected: 2,    connected node id:  122,  93,  
155, Num of Connected: 1,    connected node id:  111,  
156, Num of Connected: 2,    connected node id:  2,  118,  
157, Num of Connected: 2,    connected node id:  111,  182,  
158, Num of Connected: 2,    connected node id:  126,  150,  
159, Num of Connected: 2,    connected node id:  7,  1,  
160, Num of Connected: 2,    connected node id:  11,  37,  
161, Num of Connected: 3,    connected node id:  25,  107,  167,  
162, Num of Connected: 3,    connected node id:  11,  91,  174,  
163, Num of Connected: 0,    connected node id:  
164, Num of Connected: 2,    connected node id:  6,  173,  
165, Num of Connected: 3,    connected node id:  17,  15,  58,  
166, Num of Connected: 1,    connected node id:  114,  
167, Num of Connected: 2,    connected node id:  36,  161,  
168, Num of Connected: 2,    connected node id:  24,  25,  
169, Num of Connected: 0,    connected node id:  
170, Num of Connected: 0,    connected node id:  
171, Num of Connected: 1,    connected node id:  51,  
172, Num of Connected: 2,    connected node id:  23,  56,  
173, Num of Connected: 2,    connected node id:  28,  164,  
174, Num of Connected: 2,    connected node id:  37,  162,  
175, Num of Connected: 2,    connected node id:  1,  7,  
176, Num of Connected: 2,    connected node id:  112,  141,  
177, Num of Connected: 2,    connected node id:  91,  145,  
178, Num of Connected: 2,    connected node id:  121,  183,  
179, Num of Connected: 2,    connected node id:  65,  128,  
180, Num of Connected: 0,    connected node id:  
181, Num of Connected: 2,    connected node id:  89,  117,  
182, Num of Connected: 1,    connected node id:  157,  
183, Num of Connected: 1,    connected node id:  178,  
184, Num of Connected: 2,    connected node id:  6,  21,  
185, Num of Connected: 2,    connected node id:  3,  7,  
186, Num of Connected: 2,    connected node id:  7,  3,  
187, Num of Connected: 2,    connected node id:  37,  31,  
188, Num of Connected: 2,    connected node id:  23,  28,  
189, Num of Connected: 2,    connected node id:  9,  64,  
190, Num of Connected: 1,    connected node id:  78,  
191, Num of Connected: 2,    connected node id:  2,  129,  
192, Num of Connected: 2,    connected node id:  25,  24,  
193, Num of Connected: 2,    connected node id:  15,  58,  
